1671591600;21.12.2022;09:00:00;-6.6;81.47;701.51;-6.41
1671595200;21.12.2022;10:00:00;-2;67.34;701.47;-2.14
1671598800;21.12.2022;11:00:00;-1.22;67.26;701.14;-0.97
1671602400;21.12.2022;12:00:00;0.76;60.14;700.79;0.96
1671606000;21.12.2022;13:00:00;2.23;53.67;700.27;2.42
1671609600;21.12.2022;14:00:00;2.89;52.52;700.01;3.08
1671613200;21.12.2022;15:00:00;2.91;53.29;700.32;3.06
1671616800;21.12.2022;16:00:00;1.23;59.95;701.43;1.41
1671620400;21.12.2022;17:00:00;-0.42;63.67;703.11;-0.23
1671624000;21.12.2022;18:00:00;-0.92;63.41;704.93;-0.69
1671627600;21.12.2022;19:00:00;-0.86;62.48;706.04;-0.66
1671631200;21.12.2022;20:00:00;-0.47;61.08;706.91;-0.26
1671634800;21.12.2022;21:00:00;-0.26;65.21;707.84;-0.07
1671638400;21.12.2022;22:00:00;-1.01;84.11;708.47;-0.81
1671642000;21.12.2022;23:00:00;-1.75;90.34;708.69;-1.53
1671645600;22.12.2022;00:00:00;-3.19;90.32;709.12;-2.96
1671649200;22.12.2022;01:00:00;-4.3;89.17;709.33;-4.06
1671652800;22.12.2022;02:00:00;-4.83;86.21;709.36;-4.57
1671656400;22.12.2022;03:00:00;-5;82.89;709.05;-4.75
1671660000;22.12.2022;04:00:00;-5.27;80.87;708.56;-5.02
1671663600;22.12.2022;05:00:00;-6.54;84.09;708.06;-6.29
1671667200;22.12.2022;06:00:00;-7.98;86.22;707.71;-7.72
1671670800;22.12.2022;07:00:00;-7.92;86.99;707.57;-7.64
1671674400;22.12.2022;08:00:00;-7.13;85.28;707.57;-6.85
1671678000;22.12.2022;09:00:00;-5.67;74.35;707.82;-5.42
1671681600;22.12.2022;10:00:00;-5;71.62;707.9;-4.73
1671685200;22.12.2022;11:00:00;-3.97;67.68;707.75;-3.7
1671688800;22.12.2022;12:00:00;-3.52;67.81;707.54;-3.28
1671692400;22.12.2022;13:00:00;-3.64;68.21;707.61;-3.42
1671696000;22.12.2022;14:00:00;-3.48;64.73;707.8;-3.22
1671699600;22.12.2022;15:00:00;-3.68;63.63;708.17;-3.42
1671703200;22.12.2022;16:00:00;-3.7;64.36;708.38;-3.48
1671706800;22.12.2022;17:00:00;-4.27;66.36;708.65;-4.04
1671710400;22.12.2022;18:00:00;-5.08;67.79;708.95;-4.82
1671714000;22.12.2022;19:00:00;-5.39;65.27;709.23;-5.14
1671717600;22.12.2022;20:00:00;-5.68;64.3;709.47;-5.44
1671721200;22.12.2022;21:00:00;-5.96;67.46;709.52;-5.7
1671724800;22.12.2022;22:00:00;-5.84;69.54;709.68;-5.59
1671728400;22.12.2022;23:00:00;-5.55;71.02;709.73;-5.29
1671732000;23.12.2022;00:00:00;-5.74;68.98;709.81;-5.5
1671735600;23.12.2022;01:00:00;-6.26;71.35;709.94;-6.01
1671739200;23.12.2022;02:00:00;-7.01;74.66;710.16;-6.75
1671742800;23.12.2022;03:00:00;-7.23;76.08;710.26;-6.95
1671746400;23.12.2022;04:00:00;-7.29;76.92;710.41;-7.01
1671750000;23.12.2022;05:00:00;-7.35;79.19;710.51;-7.08
1671753600;23.12.2022;06:00:00;-7.53;81.89;710.78;-7.28
1671757200;23.12.2022;07:00:00;-7.84;86.29;711.04;-7.57
1671760800;23.12.2022;08:00:00;-7.95;88.4;711.36;-7.69
1671764400;23.12.2022;09:00:00;-7.8;87.86;711.81;-7.53
